"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-11","770.7","E","0.0",",E","12",",E","10",",E","0",",E","2",",E","0",",E","1",",E","0",",E","-0.5",",E,16,","15.7",",,E,20,","21.7",",E,02,","360.9","E","283.7",",E","97.3",",,,E","8.9",",E","13.9",",,,E","3.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-12","770.7","E","0.0",",E","5",",E","4",",E","0",",E","8",",E","0",",E","0",",E","0",",E","-5.6",",E,31,","9.7",",,E,04,","17.0",",E,27,","698.6","E","337.7",",E","28.1",",,,E","7.4",",E","12.6",",,,E","2.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-01","0.0","E","0.0",",E","2",",E","2",",E","0",",E","22",",E","0",",E","0",",E","0",",E","-5.0",",E,25,","11.5",",,E,26,","16.7",",E,11,","1114.6","E","416.0",",E","17.5",",,,E","4.9",",E","10.9",",,,E","-1.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-02","0.0","E","0.0",",E","10",",E","5",",E","0",",E","5",",E","0",",E","0",",E","0",",E","-2.0",",E,09,","15.2",",,E,12,","19.7",",E,22,","1395.5","E","280.9",",E","42.7",",,,E","8.3",",E","13.4",",,,E","3.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-03","0.0","E","0.0",",E","6",",E","3",",E","0",",E","2",",E","0",",E","8",",E","0",",E","-0.7",",E,23,","6.3",",,E,22,","25.9",",E,10,","1625.1","E","229.6",",E","19.2",",,,E","10.9",",E","17.8",",,,E","4.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-04","0.5","E","0.5",",E","5",",E","3",",E","0",",E","0",",E","0",",E","20",",E","0",",E","1.2",",E,04,","6.5",",,E,24,","28.2",",E,12,","1740.4","E","115.3",",E","16.4",",,,E","14.5",",E","22.6",",,,E","6.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-05","60.9","E","60.4",",E","5",",E","3",",E","0",",E","0",",E","0",",E","28",",E","5",",E","2.6",",E,01,","11.0",",,E,10,","34.2",",E,26,","1776.1","E","35.7",",E","22.1",",,,E","19.1",",E","26.9",",,,E","11.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-06","281.4","E","220.5",",E","3",",E","2",",E","0",",E","0",",E","0",",E","30",",E","21",",E","10.4",",E,30,","3.4",",,E,25,+","40.1",",E,17,","1777.4","E","1.3",",E","7.6",",,,E","25.6",",E","33.6",",,,E","17.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-07","509.1","E","227.7",",E","4",",E","3",",E","0",",E","0",",E","0",",E","31",",E","22",",E","11.8",",E,01,","44.8",",,E,07,","41.1",",E,13,","0.0","E","0.0",",E","71.9",",,,E","25.7",",E","33.8",",,,E","17.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-08","737.2","E","228.1",",E","2",",E","2",",E","0",",E","0",",E","0",",E","31",",E","21",",E","11.5",",E,10,","23.3",",,E,28,","39.0",",E,05,","0.0","E","0.0",",E","26.8",",,,E","25.7",",E","33.4",",,,E","18.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-09","807.5","E","70.3",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","1",",E","5.9",",E,17,","0.0",",,E,30,+","33.4",",E,06,","10.0","E","10.0",",E","0.0",",,,E","20.3",",E","28.3",",,,E","12.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-10","835.1","E","27.6",",E","2",",E","2",",E","0",",E","0",",E","0",",E","26",",E","0",",E","5.1",",E,29,","15.4",",,E,17,","31.1",",E,05,","60.2","E","50.2",",E","19.9",",,,E","17.6",",E","25.9",",,,E","9.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-11","835.1","E","0.0",",E","3",",E","1",",E","0",",E","11",",E","0",",E","0",",E","0",",E","-3.5",",E,27,","3.4",",,E,03,","20.9",",E,18,","327.4","E","267.2",",E","5.9",",,,E","9.4",",E","16.5",",,,E","2.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2017-12","835.1","E","0.0",",E","4",",E","2",",E","0",",E","17",",E","0",",E","0",",E","0",",E","-5.6",",E,06,","12.6",",,E,10,","17.6",",E,29,","704.2","E","376.8",",E","19.1",",,,E","6.2",",E","12.0",",,,E","0.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2018-01","0.0",,"0.0",",E","7",",E","5",",E","0",",E","15",",E","0",",E","0",",E","0",",E","-2.5",",E,09,","21.7",",,E,06,","17.7",",E,21,","1069.4",,"365.2",",E","46.6",",,,E","6.6",",E","12.1",",,,E","1.0",",,,E"
